sample,orf,mapped_reads,amplicons,gRNA_count,sgRNA_HQ_count,sgRNA_LQ_count,sgRNA_LLQ_count,gRHPT,sgRPTg_HQ,sgRPTg_LQ,sgRPTg_LLQ,sgRPTg_ALL,sgRPHT_HQ,sgRPHT_LQ,sgRPHT_LLQ,sgRPHT_ALL
ALDP-9E5CB9,ORF1a,208797,1|2|3,3246,981,243,23,1554.620037644219,25078.75233611044,6230.7692307692305,589.7435897435897,31899.26515662326,469.83433670024,116.38098248538054,11.015483938945483,597.230803124566
ALDP-9E5CB9,S,208797,71,412,1,1,1,197.32084273241475,2.4271844660194177,2.4271844660194177,2.4271844660194177,7.281553398058254,0.47893408430197754,0.47893408430197754,0.47893408430197754,1.4368022529059326
ALDP-9E5CB9,ORF3a,208797,84,829,0,0,8,397.0363558863394,0,0,9.650180940892643,9.650180940892643,0,0,3.8314726744158203,3.8314726744158203
ALDP-9E5CB9,E,208797,86|87,3408,1,1,32,1632.2073593011396,0.8554319931565441,0.44662795891022783,26.96501974676309,28.26707969882986,0.47893408430197754,0.47893408430197754,15.325890697663281,16.283758866267235
ALDP-9E5CB9,M,208797,87,1169,58,22,3,559.8739445490118,49.615055603079554,18.81950384944397,2.5662959794696323,71.00085543199316,27.778176889514697,10.536549854643505,1.4368022529059326,39.751528997064135
ALDP-9E5CB9,ORF6,208797,89,1493,21,8,1,715.0485878628525,14.06563965170797,5.358338914936369,0.6697923643670461,20.093770931011388,10.057615770341528,3.8314726744158203,0.47893408430197754,14.368022529059326
ALDP-9E5CB9,ORF7a,208797,90|91,1755,1,0,2,840.5293179499706,5.319148936170213,0,5.957311029341878,11.27645996551209,0.47893408430197754,0,0.9578681686039551,1.4368022529059326
ALDP-9E5CB9,ORF8,208797,92,552,0,0,1,264.3716145346916,0,0,1.8115942028985506,1.8115942028985506,0,0,0.47893408430197754,0.47893408430197754
ALDP-9E5CB9,N,208797,93,3070,87,26,6,1470.327638807071,28.338762214983714,8.469055374592834,1.954397394136808,38.76221498371335,41.667265334272045,12.452286191851416,2.873604505811865,56.99315603193532
ALDP-9E5CB9,N*,208797,95,1269,1,0,1,607.7673529792095,0.7880220646178093,0,0.7880220646178093,1.5760441292356187,0.47893408430197754,0,0.47893408430197754,0.9578681686039551
ALDP-9E5CB9,ORF10,208797,97|98,1926,0,0,3,922.4270463656087,0,0,5.319611988558638,5.319611988558638,0,0,1.4368022529059326,1.4368022529059326
ALDP-9E9189,ORF1a,40262,1,2,110,21,0,4.96746311658636,55000.0,10500.0,0,65500.0,273.2104714122498,52.158362724156774,0,325.3688341364066
ALDP-9E9189,S,40262,71,60,2,0,0,149.0238934975908,33.333333333333336,0,0,33.333333333333336,4.96746311658636,0,0,4.96746311658636
ALDP-9E9189,ORF3a,40262,,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDP-9E9189,E,40262,87,193,2,0,5,479.3601907505837,10.362694300518134,0,25.906735751295336,36.26943005181347,4.96746311658636,0,12.418657791465899,17.38612090805226
ALDP-9E9189,M,40262,87,193,28,8,2,479.3601907505837,145.0777202072539,41.45077720207254,10.362694300518134,196.89119170984458,69.54448363220904,19.86985246634544,4.96746311658636,94.38179921514083
ALDP-9E9189,ORF6,40262,89,159,4,0,0,394.91331776861557,25.157232704402514,0,0,25.157232704402514,9.93492623317272,0,0,9.93492623317272
ALDP-9E9189,ORF7a,40262,,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDP-9E9189,ORF8,40262,92,127,0,0,1,315.43390790323383,0,0,7.874015748031496,7.874015748031496,0,0,2.48373155829318,2.48373155829318
ALDP-9E9189,N,40262,93,469,27,7,0,1164.8701008395012,57.569296375266525,14.925373134328359,0,72.49466950959489,67.06075207391585,17.38612090805226,0,84.44687298196811
ALDP-9E9189,N*,40262,,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDP-9E9189,ORF10,40262,,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDP-9E9198,ORF1a,53173,1,4,55,15,0,7.522614860925657,13750.0,3750.0,0,17500.0,103.4359543377278,28.209805728471213,0,131.64576006619902
ALDP-9E9198,S,53173,71,94,0,1,0,176.78144923175296,0,10.638297872340425,0,10.638297872340425,0,1.8806537152314142,0,1.8806537152314142
ALDP-9E9198,ORF3a,53173,84,210,0,0,1,394.937280198597,0,0,4.761904761904762,4.761904761904762,0,0,1.8806537152314142,1.8806537152314142
ALDP-9E9198,E,53173,87,310,2,2,6,583.0026517217384,6.451612903225807,6.451612903225807,19.35483870967742,32.25806451612903,3.7613074304628284,3.7613074304628284,11.283922291388485,18.806537152314142
ALDP-9E9198,M,53173,87,310,25,16,0,583.0026517217384,80.64516129032258,51.612903225806456,0,132.25806451612902,47.01634288078536,30.090459443702628,0,77.10680232448799
ALDP-9E9198,ORF6,53173,89,194,10,5,0,364.8468207548944,51.54639175257732,25.77319587628866,0,77.31958762886597,18.806537152314142,9.403268576157071,0,28.209805728471213
ALDP-9E9198,ORF7a,53173,,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDP-9E9198,ORF8,53173,93,697,0,0,2,1310.8156395162957,0,0,2.8694404591104736,2.8694404591104736,0,0,3.7613074304628284,3.7613074304628284
ALDP-9E9198,N,53173,93,697,81,29,5,1310.8156395162957,116.21233859397418,41.60688665710187,7.173601147776184,164.99282639885223,152.33295093374457,54.538957741711016,9.403268576157071,216.27517725161266
ALDP-9E9198,N*,53173,,0,0,0,0,0,0,0,0,0,0,0,0,0
